Title,Named-entity,Frequency
Angela Merkel,30 july 2013,1
Angela Merkel,20150819003253,1
Angela Merkel,1547326,4
Angela Merkel,6 september 2015 date,1
Angela Merkel,20160410074018,2
Angela Merkel,september 2015,3
Angela Merkel,thousand,3
Angela Merkel,18696722,1
Angela Merkel,ref merkelsplit,1
Angela Merkel,6 september 2015,1
Angela Merkel,20151009204535,2
Angela Merkel,ref politico eu cite news,1
Angela Merkel,20180119194404,1
Angela Merkel,30 percent,1
Angela Merkel,syria,1
Angela Merkel,11891219,2
Angela Merkel,syrians germany,3
Angela Merkel,20201108115237,1
Angela Merkel,november 2020,1
Angela Merkel,25 september 2015,1
Angela Merkel,18714957,2
Angela Merkel,20200908024236,1
Angela Merkel,15 september 2015,1
Angela Merkel,hungary,2
Angela Merkel,november 2015,6
Angela Merkel,18824248,1
Angela Merkel,20151104013756,1
Angela Merkel,paris,3
Angela Merkel,eu s,1
Angela Merkel,2015 11,2
Angela Merkel,world europe,2
Angela Merkel,new york,8
Angela Merkel,20151118052008,1
Angela Merkel,2015 11 29,1
Angela Merkel,html ref,1
Angela Merkel,alison smale,1
Angela Merkel,bonn,1
Angela Merkel,october 2015 october 2016,1
Angela Merkel,millionen gegen die,3
Angela Merkel,1116005,2
Angela Merkel,20161012215938,1
Angela Merkel,muslim,1
Angela Merkel,2012,4
Angela Merkel,45,1
Angela Merkel,10 1177 0010414011427851,1
Angela Merkel,september 2020,2
Angela Merkel,ref germany,1
Angela Merkel,horst seehofer,7
Angela Merkel,42925097,2
Angela Merkel,20180316023833,1
Angela Merkel,20211130172114,1
Angela Merkel,238561,2
Angela Merkel,august 2021,1
Angela Merkel,stability european union,1
Angela Merkel,june 2018,2
Angela Merkel,1 july,1
Angela Merkel,july 2018,8
Angela Merkel,20211130172132,1
Angela Merkel,europe 44674945,1
Angela Merkel,20200919222235,1
Angela Merkel,44674945,1
Angela Merkel,20201109031344,1
Angela Merkel,1530539359,2
Angela Merkel,20200918135210,1
Angela Merkel,st 1530570558,1
Angela Merkel,cnn international cnn international edition,1
Angela Merkel,20180703050420,1
Angela Merkel,1530570558,1
Angela Merkel,44685727,2
Angela Merkel,monthly,1
Angela Merkel,6 april 2020,2
Angela Merkel,20201215133917,1
Angela Merkel,2020,8
Angela Merkel,16 april 2020,1
Angela Merkel,20200421061253,1
Angela Merkel,610225,2
Angela Merkel,20 april 2020,1
Angela Merkel,20200502085127,1
Angela Merkel,3193352,2
Angela Merkel,20201213105433,1
Angela Merkel,12 december 2012,1
Angela Merkel,george w bush,3
Angela Merkel,bush,1
Angela Merkel,2015 02,1
Angela Merkel,09,3
Angela Merkel,jpg,2
Angela Merkel,2015 image3,1
Angela Merkel,donald trump,15
Angela Merkel,joe biden,3
Angela Merkel,washington,1
Angela Merkel,twelfth,1
Angela Merkel,20181203055517,1
Angela Merkel,ref united states,1
Angela Merkel,transatlantic economic council,1
Angela Merkel,30 april 2007,1
Angela Merkel,white house ref,1
Angela Merkel,ec,2
Angela Merkel,pdf,6
Angela Merkel,20130820185138,1
Angela Merkel,obama ref cite news url,1
Angela Merkel,uk news world america,2
Angela Merkel,eu sigmar gabriel a7541676 html title germany,1
Angela Merkel,january 2017,2
Angela Merkel,24,6
Angela Merkel,20190313023453,1
Angela Merkel,eu sigmar gabriel a7541676 html,1
Angela Merkel,thelocal2016,1
Angela Merkel,november 2016,4
Angela Merkel,20190525025811,1
Angela Merkel,obama s farewell,1
Angela Merkel,10661050,2
Angela Merkel,islam,10
Angela Merkel,20201108101048,1
Angela Merkel,20161117,2
Angela Merkel,usa germany,2
Angela Merkel,20200813170256,1
Angela Merkel,america,2
Angela Merkel,united states,6
Angela Merkel,36318866,2
Angela Merkel,ben knight date,1
Angela Merkel,20161109224230,1
Angela Merkel,jennifer rubin,3
Angela Merkel,nato united nations america,2
Angela Merkel,20190508222838,1
Angela Merkel,nato,6
Angela Merkel,brussels,1
Angela Merkel,28 2017,3
Angela Merkel,4331,1
Angela Merkel,20170601213507,1
Angela Merkel,britain,3
Angela Merkel,jon henley,1
Angela Merkel,29 2017 archive,3
Angela Merkel,20170529011703,1
Angela Merkel,american transatlantic,1
Angela Merkel,20170529021149,1
Angela Merkel,china,21
Angela Merkel,14th,2
Angela Merkel,brigitte zypries ref,1
Angela Merkel,article 444371 lng,1
Angela Merkel,20090112023921,1
Angela Merkel,article 444371 lng 1 archive date,1
Angela Merkel,2005 year,1
Angela Merkel,223540035,2
Angela Merkel,20140714165257,1
Angela Merkel,14 july 2014,2
Angela Merkel,herald globe ref,1
Angela Merkel,chinese 2010,1
Angela Merkel,chinese,4
Angela Merkel,cnbc,2
Angela Merkel,20200925234608,1
Angela Merkel,un,3
Angela Merkel,22,5
Angela Merkel,united nations human rights council,1
Angela Merkel,china s mistreatment,1
Angela Merkel,uyghur,1
Angela Merkel,xinjiang education camp ref,1
Angela Merkel,china s,1
Angela Merkel,uighur xinjiang url https,1
Angela Merkel,11 20,2
Angela Merkel,uighur xinjiang,2
Angela Merkel,14 july 2019,1
Angela Merkel,20190714102532,1
Angela Merkel,russia,8
Angela Merkel,2017 2006,1
Angela Merkel,p06s01,2
Angela Merkel,20111108015002,1
Angela Merkel,eu russia energy project include nord stream nord stream,1
Angela Merkel,39276878,1
Angela Merkel,u s sanction,1
Angela Merkel,20190627184832,1
Angela Merkel,39276878 date 27,1
Angela Merkel,16 june 2017,1
Angela Merkel,european union association agreement association,1
Angela Merkel,ukraine european union,1
Angela Merkel,december 2012,1
Angela Merkel,klitschko ukraines eu,2
Angela Merkel,317148,2
Angela Merkel,klitschko,1
Angela Merkel,ref merkel express,1
Angela Merkel,gaza,3
Angela Merkel,israeli,1
Angela Merkel,benjamin netanyahu,1
Angela Merkel,9,3
Angela Merkel,israel,7
Angela Merkel,hamas,1
Angela Merkel,20200607204208,1
Angela Merkel,22 15,1
Angela Merkel,central eastern,1
Angela Merkel,czech,4
Angela Merkel,20211130172217,1
Angela Merkel,8157867,1
Angela Merkel,19 june 2008,1
Angela Merkel,italian,1
Angela Merkel,donald tusk,1
Angela Merkel,6 october,1
Angela Merkel,30 billion deutsche,1
Angela Merkel,bundesbank,1
Angela Merkel,20 billion,1
Angela Merkel,6 october 2008,1
Angela Merkel,sid,1
Angela Merkel,parkin brian,1
Angela Merkel,bloomberg l p,1
Angela Merkel,20121022213102,1
Angela Merkel,irish,1
Angela Merkel,05iht,2
Angela Merkel,4 16708030,2
Angela Merkel,20140423001915,1
Angela Merkel,april 2014,2
Angela Merkel,article 2008,2
Angela Merkel,washington post,2
Angela Merkel,20140110151109,1
Angela Merkel,bbc news access,2
Angela Merkel,6 october 2008 date,1
Angela Merkel,20081007064831,1
Angela Merkel,01 2013,2
Angela Merkel,20171010140150,1
Angela Merkel,rede von bundeskanzlerin,1
Angela Merkel,20171010140512,1
Angela Merkel,www bundesregierung de content de rede,1
Angela Merkel,october 2017,1
Angela Merkel,ref international financial press,1
Angela Merkel,a4,2
Angela Merkel,216,1
Angela Merkel,21579144,2
Angela Merkel,june 2013,1
Angela Merkel,20160323014928,1
Angela Merkel,nbsp eu meeting,1
Angela Merkel,margaret thatcher,2
Angela Merkel,yardstick measure competitiveness,1
Angela Merkel,45fa 11e2,2
Angela Merkel,00144feabdc0,2
Angela Merkel,20160324134929,1
Angela Merkel,169,1
Angela Merkel,33,1
Angela Merkel,40,1
Angela Merkel,htm title,1
Angela Merkel,february 2022,4
Angela Merkel,anteil europas,1
Angela Merkel,10 2139,1
Angela Merkel,2656113,3
Angela Merkel,february 2015,2
Angela Merkel,november 2018,1
Angela Merkel,20190512173724,1
Angela Merkel,fiscal time date,1
Angela Merkel,20181005143302,1
Angela Merkel,elizabeth,1
Angela Merkel,201207,2
Angela Merkel,today,2
Angela Merkel,28 2020 archive,1
Angela Merkel,20200528171440,1
Angela Merkel,psychologytoday,1
Angela Merkel,20180615221430,1
Angela Merkel,18 april 2012,1
Angela Merkel,20190525025708,2
Angela Merkel,march 2014,1
Angela Merkel,december 2015,2
Angela Merkel,year,2
Angela Merkel,20180714205632,1
Angela Merkel,100,6
Angela Merkel,west s defender ref,1
Angela Merkel,2016 11,4
Angela Merkel,obama exit,2
Angela Merkel,20190527052702,2
Angela Merkel,20181230081239,1
Angela Merkel,cnn,4
Angela Merkel,20181230081346,1
Angela Merkel,https edition,1
Angela Merkel,8,1
Angela Merkel,5a61606ff1f84923b0ebed4015f62550,1
Angela Merkel,5th,2
Angela Merkel,18 july 2019,4
Angela Merkel,27 2019,2
Angela Merkel,trump ref,1
Angela Merkel,hillary clinton,5
Angela Merkel,clinton,1
Angela Merkel,20180410093813,1
Angela Merkel,g8,1
Angela Merkel,2019 05,3
Angela Merkel,589675,2
Angela Merkel,kati marton,1
Angela Merkel,21 2019 archive,1
