Title,Named-entity,Frequency
Selena Gomez,usa today,1
Selena Gomez,cameo,1
Selena Gomez,muppet,1
Selena Gomez,earl william,1
Selena Gomez,2011 11,2
Selena Gomez,18,6
Selena Gomez,muppet cameo,2
Selena Gomez,gomez s cameo,1
Selena Gomez,november 18 2011,1
Selena Gomez,november 3,1
Selena Gomez,20131103071409,1
Selena Gomez,2011 07,4
Selena Gomez,20130922081638,1
Selena Gomez,mixed review ref metacritic,1
Selena Gomez,1 2011,1
Selena Gomez,470615,1
Selena Gomez,billboard magazine billboard ref ref,1
Selena Gomez,1569263,1
Selena Gomez,billboard song,2
Selena Gomez,8,2
Selena Gomez,25,2
Selena Gomez,20130725004244,1
Selena Gomez,july 14 2011,1
Selena Gomez,adrenalina ilia lekach,1
Selena Gomez,adrenalina inc,3
Selena Gomez,14 2011,1
Selena Gomez,20110717010137,1
Selena Gomez,macy s,1
Selena Gomez,8 2016 ref,1
Selena Gomez,2011 mtv,1
Selena Gomez,europe,1
Selena Gomez,mtv europe,2
Selena Gomez,belfast,2
Selena Gomez,ireland,1
Selena Gomez,katie henry,1
Selena Gomez,justin,6
Selena Gomez,november 7 2011,1
Selena Gomez,january 2012,1
Selena Gomez,2012132,2
Selena Gomez,20120417201742,1
Selena Gomez,john christopher,1
Selena Gomez,wall street journal,2
Selena Gomez,1145263,2
Selena Gomez,sac life archive url https,1
Selena Gomez,20120108042348,1
Selena Gomez,sony,2
Selena Gomez,sony pic ske magazine,1
Selena Gomez,24 2012,2
Selena Gomez,37th,1
Selena Gomez,toronto,1
Selena Gomez,september 28 2012,1
Selena Gomez,james franco ref,1
Selena Gomez,justin html title justin,1
Selena Gomez,sarasota,1
Selena Gomez,20120407192650,1
Selena Gomez,justin html,1
Selena Gomez,getaway ref variety,1
Selena Gomez,26,3
Selena Gomez,6 2014,1
Selena Gomez,august 29 2013,1
Selena Gomez,34th golden raspberry award ref,1
Selena Gomez,34th,1
Selena Gomez,31 2014,2
Selena Gomez,20140116133519,1
Selena Gomez,soundcheck concert,1
Selena Gomez,190px,1
Selena Gomez,october 2012,1
